id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq
1031247,1260658,6500,6500,6425, 36 months,7.51,202.23,A,A3,Pizza Pirates,7 years,RENT,28000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031247,  Borrower added on 11/18/11 > i need this money to pay off credit card debt i have never been late on any payments in my life <br>,debt_consolidation,Credit Card Pay Off,925xx,CA,7.5,0,Aug-06,0,,,6,0,5370,57.1,12,f,0,0,7258.584649,7174.81,6500,758.58,0,0,0,Jul-14,1210.92,,Aug-15,0,,1,INDIVIDUAL,,,,0
1008332,1234999,2800,2800,2800, 36 months,6.03,85.22,A,A1,goodyear/dunlop,7 years,MORTGAGE,55000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1008332,  Borrower added on 11/18/11 > excessive mechanical repairs to my truck.<br>,major_purchase,truck repairs,140xx,NY,15.23,0,Jun-87,0,,,20,0,32878,11.3,42,f,0,0,3067.641407,3067.64,2800,267.64,0,0,0,Dec-14,87.28,,Dec-14,0,,1,INDIVIDUAL,,,,0
1031138,1260773,10000,10000,10000, 36 months,6.03,304.36,A,A1,Jones Lang Lasalle,1 year,RENT,50000,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031138,  Borrower added on 11/18/11 > I am planning on using my loan to cover the expenses incurred from moving from Minneapolis to Atlanta. I have been with Jones Lang Lasalle for over year and have just completed a transfer. I have a very high credit score and never defaulted. I have just paid off 2 cars and a personal loan to capital one. <br>,moving,moving loan,300xx,GA,4.97,0,Jan-91,0,,,15,0,6699,6.6,26,f,0,0,10616.32,10616.32,10000,616.32,0,0,0,Mar-13,6359.13,,Mar-15,0,,1,INDIVIDUAL,,,,0
1031117,1260751,30000,30000,29975, 60 months,20.3,799.84,E,E5,transitown usa,5 years,MORTGAGE,82000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031117,  Borrower added on 11/18/11 > This would be a great opportunity for me to consolidate bills.  I pay all of my bills on time and i am not behind on any. Thank you for your consideration!<br>,debt_consolidation,debt_consolidation,140xx,NY,13.96,0,May-03,2,,,15,0,23835,63.1,24,f,0,0,33441.64,33413.79,30000,3441.64,0,0,0,Jul-12,28651.22,,Jul-12,0,,1,INDIVIDUAL,,,,0
1031306,1260922,8000,8000,8000, 36 months,6.62,245.63,A,A2,Toray CFA Inc.,3 years,MORTGAGE,50000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031306,  Borrower added on 11/18/11 > Note<br><br> Borrower added on 11/18/11 > Note<br>,debt_consolidation,Debt Consolidation Loan,357xx,AL,5.83,0,Jul-00,0,,,11,0,8668,46.9,23,f,0,0,8484.94,8484.94,8000,484.94,0,0,0,Jan-13,5542.59,,Jan-16,0,,1,INDIVIDUAL,,,,0
1031278,1260692,12000,12000,11975, 60 months,18.64,308.92,E,E1,"Information Management Dept., NMC",10+ years,RENT,61234,Verified,Nov-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031278,,debt_consolidation,Debt Consolidation Loan,235xx,VA,13.91,0,Dec-97,0,48,,13,0,11730,64.1,34,f,0,0,12008.16,11983.18,5838.16,5256.96,0,913.04,159.6672,Dec-14,308.92,,May-15,0,,1,INDIVIDUAL,,,,0
1029623,1259001,35000,35000,34975, 60 months,12.42,786.01,B,B4,Truland Systems Corporation,< 1 year,MORTGAGE,101000,Verified,Nov-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1029623,  Borrower added on 11/18/11 > Consolidate and payoff 2 credit cards and pay 10K down on other.  <br> Borrower added on 11/28/11 > Home mortgage only other debt<br><br> Borrower added on 11/28/11 > - Stable salry position national corporation with 650M back log in work<br>- Supurb credit history - never late on a payment and paid 2 loans off 9+ months early<br>,debt_consolidation,CC Pay-Off,243xx,VA,18.75,0,Apr-90,0,,,10,0,56992,78.8,41,f,8138.25,8132.41,38504.35,38476.88,26861.75,11642.6,0,0,0,Jan-16,786.01,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1031074,1260503,30000,30000,29683.59175, 60 months,20.3,799.84,E,E5,OpenX,4 years,OWN,180000,Verified,Nov-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031074,  Borrower added on 11/18/11 > debt consolidation loan - have never defaulted on any debt<br>,debt_consolidation,Debt Consolidation,911xx,CA,23.42,0,Dec-95,0,,,16,0,51071,60.3,32,f,7979.7,7899.94,39162.78,38729.14,22020.29,17142.49,0,0,0,Jan-16,799.84,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1021474,1250231,9000,9000,9000, 36 months,7.51,280,A,A3,Us Navy,3 years,RENT,57240,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1021474,  Borrower added on 11/18/11 > Better interest rates than what Navy Federal has offered me. Even as an active duty member. Thank you so much!<br>,debt_consolidation,Cash money!,968xx,HI,21.11,0,Aug-00,0,68,,17,0,4216,16.9,25,f,0,0,9476.56,9476.56,9000,476.56,0,0,0,Dec-12,479.42,,Nov-15,0,,1,INDIVIDUAL,,,,0
1031249,1260659,3000,3000,3000, 36 months,20.3,111.95,E,E5,Wal-mart,2 years,RENT,43000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031249,,moving,Dallas moving,794xx,TX,20.04,0,Jun-05,2,42,,26,0,5892,32,40,f,0,0,3796.27,3796.27,3000,796.27,0,0,0,Aug-13,1670.88,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030451,1259838,7925,7925,7925, 36 months,15.27,275.78,C,C4,Arrow International Inc,4 years,RENT,30000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030451,,credit_card,MyLoan 2011,441xx,OH,23.6,0,Nov-00,1,,,17,0,7410,36.9,20,f,0,0,9950.05863,9950.06,7925,2025.06,0,0,0,Apr-15,580.3,,Jan-16,0,,1,INDIVIDUAL,,,,0
1031054,1260478,18000,18000,17900, 60 months,14.27,421.36,C,C2,UPS,8 years,RENT,36000,Verified,Nov-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031054,"  Borrower added on 11/20/11 > I want to consolidated my debts having only one payment. I been working at UPS for 8 years, plus I have a full time job in the morning I am a very responsible with my payments so I hope you can help me out. Thank you.<br>",debt_consolidation,Debt Consolidation Loan,917xx,CA,13.67,0,Jan-94,1,,,8,0,10423,39,35,f,0,0,16308.62,16218.04,8291.05,5566.51,0,2451.06,432.6732,Sep-14,421.36,,Feb-15,0,,1,INDIVIDUAL,,,,0
1024037,1241997,24575,24575,24550, 60 months,20.89,663.32,F,F1,"Leake and Watts Services, Inc.",5 years,RENT,54600,Verified,Nov-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1024037,  Borrower added on 11/22/11 > My loan purpose is to consolidate some debts and free up revenue in my household.<br>,debt_consolidation,Pay off loan,108xx,NY,22.99,0,Jan-89,1,,,24,0,17997,61.2,51,f,0,0,7252.13,7244.79,2269.84,3690.86,0,1291.43,12.53,Sep-12,663.32,,Feb-13,0,,1,INDIVIDUAL,,,,0
1031219,1260627,15000,15000,14975, 60 months,15.27,358.98,C,C4,US Government,9 years,RENT,85000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031219,,debt_consolidation,Debt Consolidation,130xx,NY,15.2,0,Jul-01,1,,,19,0,13260,59.2,50,f,0,0,18065.65,18035.57,15000,3065.65,0,0,0,Jun-13,12010.66,,Jan-16,0,,1,INDIVIDUAL,,,,0
1031213,1260621,15000,15000,14950, 60 months,17.58,377.49,D,D4,WISCONSIN STATE LEGISLATURE,7 years,RENT,63200,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031213,  Borrower added on 11/17/11 > I plan on paying off high interest credit card debt incurred during college in order to lower my monthly payments.  The savings over the course of the loan will be put towards a downpayment on the purchase of a home.<br>,debt_consolidation,Debt Consolidation Loan,535xx,WI,23.32,0,Sep-99,2,,,12,0,22406,71.4,18,f,0,0,18019.94,17959.88,15000,3019.94,0,0,0,Mar-13,12769.78,,Mar-13,0,,1,INDIVIDUAL,,,,0
1030248,1259652,12000,12000,12000, 36 months,6.62,368.45,A,A2,DHL Express,9 years,MORTGAGE,105000,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030248,  Borrower added on 11/17/11 > Consolidate credit card balances<br>,credit_card,Debt / Credit Cards,925xx,CA,17.83,0,Jul-88,0,,,14,0,37059,69.4,48,f,0,0,13082.8,13082.8,12000,1082.8,0,0,0,Nov-13,4990.14,,Jan-16,0,,1,INDIVIDUAL,,,,0
1031026,1260449,15000,15000,15000, 36 months,14.65,517.42,C,C3,Premier Beverage,7 years,MORTGAGE,70000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031026,  Borrower added on 11/17/11 > I plan to consolidate debt so I can send one monthly payment to one company and save from paying higher interest rates.  I have paid off several cars and credit cards in the past to improve credit score.  I purchased a first home condo and plan to reduce my debt in the next 3 years.  My future plans are to upgrade to a single family home.  I have worked for my company for 7 years and feel confident of my job security.<br>,debt_consolidation,consolidate,336xx,FL,9.98,1,Dec-94,1,2,,9,0,12392,74.7,17,f,0,0,18626.0901,18626.09,15000,3626.09,0,0,0,Dec-14,519.25,,Nov-15,0,,1,INDIVIDUAL,,,,0
1031193,1260599,6400,6400,6400, 36 months,11.71,211.69,B,B3,Educational Policy Improvement Center,3 years,RENT,62502,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031193,,credit_card,We've Never Missed a Payment,974xx,OR,19.78,0,Nov-98,0,,,17,0,29069,70,25,f,0,0,7618.839992,7618.84,6400,1218.84,0,0,0,Dec-14,218.79,,Jan-16,0,,1,INDIVIDUAL,,,,0
1031189,1260595,14125,14125,14100, 60 months,19.42,369.69,E,E3,Department of Defense,2 years,RENT,50620,Verified,Nov-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031189,  Borrower added on 11/17/11 > Credit Card and loan consolidation - better interest rate<br>,credit_card,Credit Card/Loan Consolidation,191xx,PA,22.78,0,Nov-97,1,,,13,0,11282,75.1,47,f,3716.82,3710.22,18073.21,18041.26,10408.18,7665.03,0,0,0,Jan-16,369.69,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1031003,1260425,4000,4000,4000, 36 months,6.03,121.75,A,A1,AT&T,10+ years,MORTGAGE,115000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031003,,car,Truck Loan,750xx,TX,2.71,1,May-89,0,21,,9,0,4796,18.9,22,f,0,0,4382.48919,4382.49,4000,382.49,0,0,0,Dec-14,123.06,,Nov-14,0,,1,INDIVIDUAL,,,,0
1030982,1260403,35000,35000,35000, 60 months,21.28,952.39,F,F2,Los Angeles County Fire Department,4 years,MORTGAGE,120000,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030982,  Borrower added on 11/17/11 > Consolidating Debt to be Debt Free in 5 years or less.<br>,debt_consolidation,Debt Consolidation Loan,925xx,CA,11.27,0,Jun-01,2,,,16,0,16953,82.3,32,f,9443.47,9443.47,46663.99,46663.99,25556.53,21107.46,0,0,0,Jan-16,952.39,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1031168,1260572,14950,14950,14900, 36 months,9.91,481.77,B,B1,dacotah bank,10+ years,MORTGAGE,75000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031168,,credit_card,dac&dis,577xx,SD,19.78,0,Jul-94,1,,,7,0,17268,65.2,23,f,0,0,17341.02747,17283.03,14950,2391.03,0,0,0,Dec-14,492.86,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030918,1260521,16000,16000,15900, 36 months,7.9,500.65,A,A4,Marietta High School,2 years,RENT,53000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030918,,debt_consolidation,new beginnings,303xx,GA,18.68,0,May-90,1,79,,16,0,11165,27.5,41,f,0,0,17950.79161,17838.62,16000,1950.79,0,0,0,Oct-14,1065.67,,Jan-16,0,,1,INDIVIDUAL,,,,0
1031175,1260580,2500,2500,2500, 36 months,12.69,83.87,B,B5,Defense Supply Center,10+ years,MORTGAGE,60000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031175,  Borrower added on 11/17/11 > I am using this loan for the holiday season.  I am a good borrower because I always pay my bills on time and I have a stable job and steady income.<br>,other,Other Loan,238xx,VA,17.74,1,Dec-97,2,22,,7,0,307,17.1,17,f,0,0,2956.93,2956.93,2500,441.96,14.97486942,0,0,Nov-13,1102.58,,Nov-13,0,,1,INDIVIDUAL,,,,0
1030940,1260544,12000,12000,12000, 60 months,14.65,283.28,C,C3,"Swagit Productions, LLC",4 years,RENT,40000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030940,  Borrower added on 11/17/11 > I plan to use this loan to pay-off my high interest credit cards.  I've been with my company for four years and I love my place of work and have a very good relationship with the co-owners.  I pay all of my obligations on time and take great pride in keeping my credit score above 700.<br><br>,credit_card,No More High Interest Credit Cards,750xx,TX,12.78,0,Oct-77,1,47,,14,0,13921,54,20,f,0,0,15412.73957,15412.74,12000,3412.74,0,0,0,Aug-14,68.66,,Aug-14,0,,1,INDIVIDUAL,,,,0
1030947,1260551,15000,15000,15000, 36 months,12.69,503.18,B,B5,Florida International University,3 years,MORTGAGE,73000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030947,"  Borrower added on 11/17/11 > I plan to use the funds to consolidate my debt.  I'm currently paying $400+ in interest to my credit cards.  I maintain an annual spreadsheet of income/expenses.  I'm very organized with  my payments and would like to have one fixed payment so that I can then focus on saving and investing for my future.  I work in a field within higher education that is growing exponentially and was promoted into my current position about a year ago, so there is also a lot of room for growth.  <br>",debt_consolidation,Debt Consolidation Loan,331xx,FL,15.45,0,Oct-96,0,74,,8,0,12364,92.3,40,f,0,0,18107.90115,18107.9,15000,3107.9,0,0,0,Dec-14,525.46,,Dec-14,0,,1,INDIVIDUAL,,,,0
1020983,1249784,1000,1000,1000, 36 months,14.65,34.5,C,C3,WANHO,7 years,OWN,56000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1020983,"  Borrower added on 11/17/11 > 1998 Dodge Durango needs a new auto transmission (rebuilt).  After careful consideration of purchasing a used vehicle vs. repair, at this time it is more economically feasible to repair the transmission.  The vehicle has been reliable for 7 years and has been well-maintained.  It is currently paid in full.<br>",debt_consolidation,Auto Trans,067xx,CT,16.66,0,Jan-96,1,51,,17,0,40016,88.1,32,f,0,0,1238.698337,1238.7,1000,238.7,0,0,0,Sep-14,137.04,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030732,1260349,1200,1200,1200, 36 months,13.49,40.72,C,C1,University of Maryland Medical Center,5 years,MORTGAGE,110000,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030732,  Borrower added on 11/17/11 > Thanks for your quick response to my loan request.<br>,car,auto loan with copart,212xx,MD,12.38,0,Jul-02,1,,,11,0,25012,92.3,42,f,0,0,1430.67,1430.67,1200,230.67,0,0,0,Dec-13,500.15,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030728,1260345,16000,16000,16000, 36 months,19.91,593.89,E,E4,Heaven Sent Lawn Maintenance Inc.,2 years,RENT,45000,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030728,,credit_card,Credit Card Loan,334xx,FL,4.69,0,Dec-04,1,27,,4,0,7641,95.5,10,f,0,0,18802.71,18802.71,16000,2802.71,0,0,0,Dec-12,12277.96,,Nov-15,0,,1,INDIVIDUAL,,,,0
1026877,1256078,4000,4000,4000, 36 months,11.71,132.31,B,B3,Marble And Granite Works,4 years,OWN,40452,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1026877,  Borrower added on 11/18/11 > Paying off credit card/ paying off body shop for car/ paying bills.<br>,debt_consolidation,Money,430xx,OH,9.02,0,Sep-02,0,,,4,0,9379,69.5,5,f,0,0,4780.699129,4780.7,4000,765.7,15,0,0,Jan-15,146.29,,Jan-15,0,,1,INDIVIDUAL,,,,0
1030869,1260267,9450,9450,9425, 60 months,22.06,261.33,F,F4,AT&T Advertising Solutions,2 years,MORTGAGE,70000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030869,,small_business,Reflective,334xx,FL,16.51,0,Feb-05,0,,,17,0,14114,54.9,20,f,0,0,14959.9304,14920.36,9450,5509.93,0,0,0,Jun-15,4256.58,,Sep-15,0,,1,INDIVIDUAL,,,,0
985043,1208495,17000,17000,17000, 36 months,13.49,576.82,C,C1,Southwestern Womens Surgery Ce,1 year,OWN,43200,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=985043,,other,Plastic,751xx,TX,13.47,0,Dec-94,0,,,7,0,14264,42.6,15,f,0,0,20763.22051,20763.22,17000,3763.22,0,0,0,Dec-14,584.14,,Dec-14,0,,1,INDIVIDUAL,,,,0
1030634,1260048,13600,13600,13600, 60 months,18.64,350.11,E,E1,ING,10+ years,RENT,67816,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030634,  Borrower added on 11/17/11 > I want to get rid of my high interest bills... I've been with the same company for 21 1/2 years and I'd like to retire someday... with no debt! This will get me on my way! Thanks!<br>,credit_card,Pay it down,554xx,MN,12.85,0,May-97,0,,,13,0,24383,61.4,22,f,0,0,20343.49441,20343.49,13600,6743.49,0,0,0,Aug-15,5323.08,,Aug-15,0,,1,INDIVIDUAL,,,,0
1030851,1260247,7200,7200,7200, 36 months,11.71,238.15,B,B3,meigs county council on aging,6 years,MORTGAGE,26453,Not Verified,Nov-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030851,,debt_consolidation,bill pay,457xx,OH,21.55,0,May-93,2,,,10,0,6695,82.7,13,f,0,0,3805.6,3805.6,2888.44,917.16,0,0,0,Apr-13,238.15,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030656,1260070,17475,17475,17475, 36 months,9.91,563.14,B,B1,Capp Realty,2 years,RENT,40000,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030656,"  Borrower added on 11/17/11 > Pay off credit cards and debt!!!<br> Borrower added on 11/18/11 > I want to pay off my credit cards and not charge anything ever again.  I know loans are the best way to go and with this loan I won't have to pay for anymore credit cards<br><br> Borrower added on 11/18/11 > I have never missed a payment on a credit card and make all other bill payments on time such as rent, cable, internet, etc.<br>",credit_card,Debt Free,080xx,NJ,17.76,0,Oct-01,1,,,15,0,17261,66.9,33,f,0,0,18532.95,18532.95,17475,1057.95,0,0,0,Sep-12,291.75,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030625,1260039,16000,16000,16000, 36 months,12.42,534.65,B,B4,Alliance Healthcare Information,4 years,MORTGAGE,75000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030625,  Borrower added on 11/17/11 > pay off credit cards<br><br> Borrower added on 11/17/11 > Pay off credit cards by having lower interest rates making it possible to pay them off sooner<br> Borrower added on 11/18/11 > Good to know the process has begun<br>,debt_consolidation,Pay Off,189xx,PA,14.67,0,Dec-75,2,,,11,0,13288,58.5,35,f,0,0,17214.78,17214.78,16000,1214.78,0,0,0,Aug-12,13476.68,,Jul-12,0,,1,INDIVIDUAL,,,,0
1030607,1260019,15000,15000,15000, 36 months,14.27,514.64,C,C2,UPS Freight,8 years,MORTGAGE,75000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030607,,debt_consolidation,Consolidation,430xx,OH,18.13,0,Sep-03,0,,,9,0,11548,80.8,13,f,0,0,18525.69969,18525.7,15000,3525.7,0,0,0,Dec-14,517.72,,Nov-14,0,,1,INDIVIDUAL,,,,0
1030131,1259529,12000,12000,12000, 36 months,11.71,396.92,B,B3,Tulalip Resort Casino,9 years,RENT,55200,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030131,,debt_consolidation,consolidation,982xx,WA,7.63,0,Aug-99,1,,,8,0,12859,65.7,17,f,0,0,14285.92671,14285.93,12000,2285.93,0,0,0,Dec-14,407.77,,Dec-14,0,,1,INDIVIDUAL,,,,0
950920,1171671,35000,35000,34975.81636, 60 months,19.03,908.5,E,E2,Cargill,10+ years,MORTGAGE,98500,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=950920,,debt_consolidation,Virginia Move,228xx,VA,24.83,0,Nov-98,2,70,,12,0,20903,56.8,36,f,0,0,51718.30395,51659.98,35000,16718.3,0,0,0,Mar-15,17233.26,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030552,1260141,12400,12400,12400, 36 months,7.51,385.78,A,A3,Denali Gymnastics,10+ years,MORTGAGE,36800,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030552,"  Borrower added on 11/18/11 > I plan to use the funds to pay off a higher interest Personal Loan, a high interest credit card, as well a dental bill. I am working very hard to become debt free over the next 5 years. I have never missed a payment or even been late to my knowledge on any financial obligation I have ever had. I have had my current job for over 12 years so my monthly income is very reliable.&nbsp;<br>",debt_consolidation,Consolidation 11/11,996xx,AK,5.84,0,Feb-04,0,,,5,0,6975,46.8,15,f,0,0,13132.15,13132.15,12400,732.15,0,0,0,Nov-12,7285.49,,May-15,0,,1,INDIVIDUAL,,,,0
1030237,1259640,2500,2500,2500, 36 months,11.71,82.69,B,B3,"Standard Drywall, Inc.",6 years,OWN,61440,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030237,,other,Other Loan,890xx,NV,18.34,0,Feb-03,3,,,5,0,6929,82.5,20,f,0,0,2972.609703,2972.61,2500,472.61,0,0,0,Oct-14,252.94,,Jan-16,0,,1,INDIVIDUAL,,,,0
1025626,1254791,7200,7200,7200, 36 months,7.9,225.29,A,A4,Bank of America Home Loans,1 year,RENT,41196,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1025626,"  Borrower added on 11/17/11 > I will be using these funds to consolidate my credit card debts. The idea of paying one lender at a lower interest rate seemed more beneficial for my current financial situation.<br><br>As far as my credit history goes, all my accounts have been in good standing and I have never missed a single monthly payment.<br><br>I've also just received a promotion into a management position two months ago. Thus, this should help me balance my finances better.<br><br>Originally, I have planned everything before engaging into making this loan request and I plan to pay the full amount off by the end of year 2012. <br><br>",other,DEBT CONSOLIDATION,912xx,CA,15.96,0,Apr-06,0,,,12,0,6297,32,21,f,0,0,8109.658499,8109.66,7200,909.66,0,0,0,Dec-14,229.97,,Dec-14,0,,1,INDIVIDUAL,,,,0
1030803,1260195,12000,12000,12000, 60 months,15.27,287.19,C,C4,Career Path Services,3 years,MORTGAGE,64400,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030803,  Borrower added on 11/17/11 > I am going to use this loan to pay off one of my credit cards that is at a high rate.  I have been at my job for over 3 years.  I am a good borrower because I have a plan to become  debt free within 5 years. I have never had a late payment in my life<br>,debt_consolidation,Help me get rid of high interest rates!,990xx,WA,16.96,0,Nov-90,3,27,,23,0,13769,16.7,39,f,0,0,16525.01806,16525.02,12000,4525.02,0,0,0,Jul-15,222.47,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030796,1260187,6000,6000,6000, 36 months,10.65,195.44,B,B2,Logfrret Inc.,4 years,RENT,50000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030796,,debt_consolidation,Debt Consolidation Loan,907xx,CA,24.79,0,Sep-97,0,,,11,0,17401,77.7,18,f,0,0,7034.652144,7034.65,6000,1034.65,0,0,0,Dec-14,200.49,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030782,1260172,10000,10000,9950, 36 months,11.71,330.76,B,B3,Allegra Fort Worth North,< 1 year,RENT,33200,Source Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030782,,debt_consolidation,Debt Consolidation,760xx,TX,6.43,1,Apr-07,0,11,,8,0,4932,63.3,9,f,0,0,11904.56474,11845.05,10000,1904.56,0,0,0,Dec-14,341.74,,Nov-15,0,,1,INDIVIDUAL,,,,0
1026295,1255458,15000,15000,14950, 36 months,8.9,476.3,A,A5,Chicago police dept,10+ years,MORTGAGE,95000,Verified,Nov-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1026295,,debt_consolidation,xmas,606xx,IL,16.79,0,Feb-97,3,,,11,0,2880,23.4,37,f,0,0,10478.6,10443.79,8676.34,1787.52,0,14.74,0,Oct-13,476.3,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030338,1259947,20000,20000,20000, 36 months,16.77,710.77,D,D2,JP Morgan,< 1 year,RENT,82500,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030338,  Borrower added on 11/18/11 > I am looking to combine my debt into one monthly payment.  I am grateful for all who will invest and give me the chance to be debt free in a few years.   I will make all payments on time and will make extra payments when possible to become debt free. <br>,debt_consolidation,Debt Consolidation Loan,432xx,OH,19.58,0,Nov-93,1,,,10,0,22028,76.2,25,f,0,0,25237.64026,25237.64,20000,5237.64,0,0,0,Apr-14,6077.53,,Jan-16,0,,1,INDIVIDUAL,,,,0
1030567,1259977,4000,4000,4000, 36 months,6.03,121.75,A,A1,Government,1 year,MORTGAGE,87000,Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030567,  Borrower added on 11/17/11 > Kitchen cabinets <br>,home_improvement,Home Improvement,208xx,MD,3.37,0,Sep-93,0,,,7,0,106,0.4,12,f,0,0,4382.431741,4382.43,4000,382.43,0,0,0,Dec-14,123.52,,Nov-14,0,,1,INDIVIDUAL,,,,0
